There were 22762 Peaks found from m/z=   168.97    to m/z=   914.56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE ION MODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noise threshold: 0.011372        Peak threshold: 0.016245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration parameters: A = 144218504.692816 , B = -434117778.324974 and Trap Plate Voltage = -1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center of Mass for the Assigned Window is   497.6126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 There were ,11328 odd peaks, and ,11434 even peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,Odd/Even,Nom. Z,KMD,Series Fit,DBE,Group,,Molecular Formula,,,,,,,,,,,,,,,,,
7405,484.39352,0.0658,178915.31,483.8527,484,1,-6,147,1023,0,,,No Hit,,,,,,,,,,,,,,,,,
7406,578.52509,0.0395,653143.9,577.8791,578,1,-10,121,1024,0,,,No Hit,,,,,,,,,,,,,,,,,
7407,830.80669,0.0768,236493.11,829.8791,830,1,-10,121,1024,0,,,No Hit,,,,,,,,,,,,,,,,,
7408,428.32507,0.0413,812509.86,427.8468,428,1,-6,153,1025,0,,,No Hit,,,,,,,,,,,,,,,,,
7409,456.35634,0.0525,935228.96,455.8468,456,1,-6,153,1025,0,,,No Hit,,,,,,,,,,,,,,,,,
7410,512.41884,0.0389,697948.37,511.8467,512,1,-6,153,1025,0,,,No Hit,,,,,,,,,,,,,,,,,
7411,526.43462,0.0441,687727.43,525.8468,526,1,-6,153,1025,0,,,No Hit,,,,,,,,,,,,,,,,,
7412,540.45028,0.0432,490730.2,539.8468,540,1,-6,153,1025,0,,,No Hit,,,,,,,,,,,,,,,,,
7413,554.46607,0.0547,602851.04,553.847,554,1,-6,153,1025,0,,,No Hit,,,,,,,,,,,,,,,,,
7414,568.48171,0.0401,628351.7,567.847,568,1,-6,153,1025,0,,,No Hit,,,,,,,,,,,,,,,,,
7415,596.51285,0.0444,511383.24,595.8468,596,1,-6,153,1025,0,,,No Hit,,,,,,,,,,,,,,,,,
7416,652.57561,0.0768,347877.01,651.847,652,1,-6,153,1025,0,,,No Hit,,,,,,,,,,,,,,,,,
7417,694.62248,0.0433,168553.54,693.8469,694,1,-6,153,1025,0,,,No Hit,,,,,,,,,,,,,,,,,
7418,674.46792,0.0626,505092.5,673.7148,674,1,-12,285,1026,17,,N1 S1 13C2 ,#,C,45,H,62,N,1,,,S,1,,,13C,2, ,,
7419,688.48355,0.0768,500539.6,687.7148,688,1,-12,285,1026,17,,N1 S1 13C2 ,#,C,46,H,64,N,1,,,S,1,,,13C,2, ,,
7420,842.3086,0.0768,327853.22,841.3681,842,1,-13,-368,1027,0,,,No Hit,,,,,,,,,,,,,,,,,
7421,240.13989,0.0768,1155855.72,239.8718,240,1,-12,128,1028,0,,,No Hit,,,,,,,,,,,,,,,,,
7422,892.38733,0.0767,331348.53,891.3909,892,1,-5,-391,1029,0,,,No Hit,,,,,,,,,,,,,,,,,
7423,806.57489,0.0767,469620.39,805.6743,806,1,-6,326,1030,0,,,No Hit,,,,,,,,,,,,,,,,,
7424,480.32903,0.0767,823851.83,479.7927,480,1,-10,207,1031,0,,,No Hit,,,,,,,,,,,,,,,,,
7425,854.47142,0.0767,163731.25,853.5174,854,1,-14,483,1032,0,,,No Hit,,,,,,,,,,,,,,,,,
7426,908.32315,0.0767,248085.28,907.309,908,1,-3,-309,1033,37,,N1 O3 S2 ,,C,61,H,50,N,1,O,3,S,2,,,,,,,
7427,664.31786,0.0767,380023.93,663.5761,664,1,-8,424,1034,0,,,No Hit,,,,,,,,,,,,,,,,,
7428,305.61783,0.0766,572865.74,305.2766,306,1,-3,-277,1035,0,,,No Hit,,,,,,,,,,,,,,,,,
7429,640.57689,0.0766,144092.06,639.8617,640,1,-4,138,1036,0,,,No Hit,,,,,,,,,,,,,,,,,
7430,344.23677,0.0695,930792.88,343.8524,344,1,-6,148,1037,0,,,No Hit,,,,,,,,,,,,,,,,,
7431,498.40899,0.0545,1161631.05,497.8525,498,1,-6,147,1037,0,,,No Hit,,,,,,,,,,,,,,,,,
7432,512.42451,0.0554,782248.86,511.8524,512,1,-6,148,1037,0,,,No Hit,,,,,,,,,,,,,,,,,
7433,526.44001,0.051,887420.81,525.8522,526,1,-6,148,1037,0,,,No Hit,,,,,,,,,,,,,,,,,
7434,596.51833,0.0683,161103.77,595.8523,596,1,-6,148,1037,0,,,No Hit,,,,,,,,,,,,,,,,,
7435,610.53389,0.0765,702952.94,609.8522,610,1,-6,148,1037,0,,,No Hit,,,,,,,,,,,,,,,,,
7436,894.68296,0.0765,368004.7,893.684,894,1,-2,316,1038,9,,N1 O3 S2 ,,C,56,H,96,N,1,O,3,S,2,,,,,,,
7437,583.74048,0.0764,478611.9,583.0887,584,1,-5,-89,1039,0,,,No Hit,,,,,,,,,,,,,,,,,
7438,292.14017,0.0764,1457818.88,291.814,292,1,-2,186,1040,0,,,No Hit,,,,,,,,,,,,,,,,,
7439,587.95581,0.0764,570850.76,587.2993,588,1,-1,-299,1041,0,,,No Hit,,,,,,,,,,,,,,,,,
7440,822.57412,0.0763,386288.72,821.6557,822,1,-4,344,1042,6,,N1 O6 S2 ,,C,47,H,84,N,1,O,6,S,2,,,,,,,
7441,572.30336,0.0675,701684.5,571.6644,572,1,-2,336,1043,0,,,No Hit,,,,,,,,,,,,,,,,,
7442,586.31904,0.0763,692635.7,585.6644,586,1,-2,336,1043,0,,,No Hit,,,,,,,,,,,,,,,,,
7443,372.06546,0.0763,1065604.47,371.65,372,1,-6,350,1044,0,,,No Hit,,,,,,,,,,,,,,,,,
7444,574.11131,0.0763,300744.68,573.4703,574,1,-1,-470,1045,28,,N1 O4 S1 ,,C,37,H,20,N,1,O,4,S,1,,,,,,,
7445,718.03436,0.0762,328285.95,717.2326,718,1,-11,-233,1046,0,,,No Hit,,,,,,,,,,,,,,,,,
7446,305.61883,0.0762,386724.23,305.2776,306,1,-3,-278,1047,0,,,No Hit,,,,,,,,,,,,,,,,,
7447,842.25431,0.0762,687315.13,841.3139,842,1,-13,-314,1048,41,,N1 O6 ,,C,58,H,36,N,1,O,6,,,,,,,,,
7448,633.90611,0.0761,815999.62,633.1983,634,1,-11,-198,1049,0,,,No Hit,,,,,,,,,,,,,,,,,
7449,656.29586,0.0487,538946.23,655.5631,656,1,-2,437,1050,31,,N1 O1 ,,C,49,H,38,N,1,O,1,,,,,,,,,
7450,670.31157,0.0598,650339.68,669.5631,670,1,-2,437,1050,31,,N1 O1 ,,C,50,H,40,N,1,O,1,,,,,,,,,
7451,684.32709,0.0531,557358.47,683.563,684,1,-2,437,1050,31,,N1 O1 ,,C,51,H,42,N,1,O,1,,,,,,,,,
7452,698.3429,0.0497,686053.79,697.5632,698,1,-2,437,1050,31,,N1 O1 ,,C,52,H,44,N,1,O,1,,,,,,,,,
7453,712.35856,0.0568,626452.87,711.5632,712,1,-2,437,1050,31,,N1 O1 ,,C,53,H,46,N,1,O,1,,,,,,,,,
7454,726.37416,0.0537,564427.6,725.5631,726,1,-2,437,1050,31,,N1 O1 ,,C,54,H,48,N,1,O,1,,,,,,,,,
7455,740.38977,0.0553,527507.46,739.5631,740,1,-2,437,1050,31,,N1 O1 ,,C,55,H,50,N,1,O,1,,,,,,,,,
7456,754.40543,0.0694,531670.13,753.5631,754,1,-2,437,1050,31,,N1 O1 ,,C,56,H,52,N,1,O,1,,,,,,,,,
7457,768.42109,0.0701,494074.39,767.5631,768,1,-2,437,1050,31,,N1 O1 ,,C,57,H,54,N,1,O,1,,,,,,,,,
7458,782.43686,0.0647,522340.74,781.5632,782,1,-2,437,1050,31,,N1 O1 ,,C,58,H,56,N,1,O,1,,,,,,,,,
7459,796.45248,0.0636,492770.9,795.5632,796,1,-2,437,1050,31,,N1 O1 ,,C,59,H,58,N,1,O,1,,,,,,,,,
7460,810.46809,0.0761,479231.14,809.5632,810,1,-2,437,1050,31,,N1 O1 ,,C,60,H,60,N,1,O,1,,,,,,,,,
7461,838.49935,0.0585,407623.46,837.5631,838,1,-2,437,1050,31,,N1 O1 ,,C,62,H,64,N,1,O,1,,,,,,,,,
7462,852.51522,0.0726,449488.29,851.5633,852,1,-2,437,1050,31,,N1 O1 ,,C,63,H,66,N,1,O,1,,,,,,,,,
7463,866.53082,0.0623,443678.64,865.5633,866,1,-2,437,1050,31,,N1 O1 ,,C,64,H,68,N,1,O,1,,,,,,,,,
7464,894.56204,0.0629,393049.73,893.5632,894,1,-2,437,1050,31,,N1 O1 ,,C,66,H,72,N,1,O,1,,,,,,,,,
7465,908.57744,0.0697,415678.85,907.563,908,1,-2,437,1050,31,,N1 O1 ,,C,67,H,74,N,1,O,1,,,,,,,,,
7466,782.58394,0.076,425739.7,781.7101,782,1,-2,290,1051,0,,,No Hit,,,,,,,,,,,,,,,,,
7467,854.04073,0.076,401408.75,853.0871,854,1,-1,-87,1052,0,,,No Hit,,,,,,,,,,,,,,,,,
7468,624.33654,0.0559,614565.73,623.6394,624,1,-6,361,1053,12,,N1 O6 S1 ,*,C,36,H,50,N,1,O,6,S,1,,,,,,,
7469,638.35233,0.0759,593772.74,637.6396,638,1,-6,360,1053,12,,N1 O6 S1 ,*,C,37,H,52,N,1,O,6,S,1,,,,,,,
7470,666.38355,0.0538,655280.49,665.6395,666,1,-6,360,1053,12,,N1 O6 S1 ,*,C,39,H,56,N,1,O,6,S,1,,,,,,,
7471,305.62777,0.0759,792294.82,305.2865,306,1,-3,-287,1054,0,,,No Hit,,,,,,,,,,,,,,,,,
7472,300.20498,0.0631,1300782.45,299.8698,300,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7473,314.22062,0.0447,1336490.59,313.8698,314,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7474,328.23628,0.0385,1196110.76,327.8698,328,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7475,342.25192,0.0437,1065234.43,341.8698,342,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7476,356.26757,0.0535,1200108.71,355.8698,356,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7477,370.28321,0.0655,1164373.42,369.8698,370,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7478,384.29885,0.0656,1036239.46,383.8698,384,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7479,398.3145,0.0489,937145.77,397.8698,398,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7480,412.33013,0.0607,863430.35,411.8697,412,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7481,426.34581,0.0759,855722.74,425.8698,426,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7482,454.37709,0.0638,896475.06,453.8698,454,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7483,468.39278,0.0703,836618.42,467.8698,468,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7484,482.40842,0.0561,716849.67,481.8698,482,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7485,496.42402,0.0454,777443.39,495.8697,496,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7486,510.43969,0.0571,682220.55,509.8698,510,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7487,524.45545,0.0533,725153.04,523.8699,524,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7488,538.47114,0.0462,721689.66,537.8699,538,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7489,552.48667,0.0475,759864.29,551.8698,552,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7490,566.50235,0.0472,677782.79,565.8698,566,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7491,580.51795,0.0398,571507.12,579.8698,580,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7492,594.53364,0.0448,606123.91,593.8698,594,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7493,608.54946,0.0522,839004.74,607.87,608,1,-8,130,1055,0,,,No Hit,,,,,,,,,,,,,,,,,
7494,739.86125,0.0534,355730.67,739.0352,740,1,-3,-35,1056,0,,,No Hit,,,,,,,,,,,,,,,,,
7495,767.89274,0.0758,339195.46,767.0353,768,1,-3,-35,1056,0,,,No Hit,,,,,,,,,,,,,,,,,
7496,613.76234,0.0758,202192.99,613.077,614,1,-3,-77,1057,0,,,No Hit,,,,,,,,,,,,,,,,,
7497,654.36059,0.0757,421989.93,653.63,654,1,-4,370,1058,0,,,No Hit,,,,,,,,,,,,,,,,,
7498,186.13552,0.0757,1984990.65,185.9277,186,1,-10,72,1059,0,,,No Hit,,,,,,,,,,,,,,,,,
7499,633.89268,0.0757,464120.93,633.1849,634,1,-11,-185,1060,0,,,No Hit,,,,,,,,,,,,,,,,,
7500,718.0362,0.0757,326935.29,717.2345,718,1,-11,-235,1061,47,,N1 O6 ,*,C,50,H,8,N,1,O,6,,,,,,,,,
7501,169.79564,0.0757,1805178.29,169.6061,170,1,-12,394,1062,0,,,No Hit,,,,,,,,,,,,,,,,,
7502,578.50725,0.0756,582305.63,577.8613,578,1,-10,139,1063,0,,,No Hit,,,,,,,,,,,,,,,,,
7503,613.92602,0.0411,577666.52,613.2405,614,1,-3,-241,1064,34,,N1 O5 S3 ,,C,35,H,4,N,1,O,5,S,3,,,,,,,
7504,908.25472,0.0756,168664.15,907.2406,908,1,-3,-241,1064,34,,N1 O5 S3 ,,C,56,H,46,N,1,O,5,S,3,,,,,,,
7505,346.24322,0.0756,329438.72,345.8566,346,1,-4,143,1065,0,,,No Hit,,,,,,,,,,,,,,,,,
7506,440.25578,0.071,818620.56,439.7642,440,1,-8,236,1066,0,,,No Hit,,,,,,,,,,,,,,,,,
7507,454.27142,0.0755,810405.2,453.7642,454,1,-8,236,1066,0,,,No Hit,,,,,,,,,,,,,,,,,
7508,854.07701,0.0755,124348.39,853.1234,854,1,-1,-123,1067,41,,N1 O6 S3 ,,C,52,H,24,N,1,O,6,S,3,,,,,,,
7509,640.56303,0.0754,483294.75,639.8478,640,1,-4,152,1068,0,,,No Hit,,,,,,,,,,,,,,,,,
7510,604.02644,0.0753,376778.64,603.352,604,1,-13,-352,1069,39,,N1 S2 ,,C,43,H,10,N,1,,,S,2,,,,,,,
7511,814.26142,0.0456,491034.69,813.3523,814,1,-13,-352,1069,39,,N1 S2 ,,C,58,H,40,N,1,,,S,2,,,,,,,
7512,842.29268,0.0558,584077.94,841.3522,842,1,-13,-352,1069,39,,N1 S2 ,,C,60,H,44,N,1,,,S,2,,,,,,,
7513,842.27437,0.0753,449929.76,841.3339,842,1,-13,-334,1070,0,,,No Hit,,,,,,,,,,,,,,,,,
7514,674.28898,0.0753,208571.15,673.5361,674,1,-12,464,1071,30,,N1 S1 ,,C,49,H,40,N,1,,,S,1,,,,,,,
7515,760.68255,0.0752,157354.62,759.8332,760,1,-10,167,1072,4,,N1 O5 ,,C,48,H,90,N,1,O,5,,,,,,,,,
7516,598.44015,0.0553,161133.11,597.772,598,1,-4,228,1073,0,,,No Hit,,,,,,,,,,,,,,,,,
7517,612.45574,0.0752,920057.62,611.7719,612,1,-4,228,1073,0,,,No Hit,,,,,,,,,,,,,,,,,
7518,842.55679,0.0752,300835.48,841.616,842,1,-12,384,1074,0,,,No Hit,,,,,,,,,,,,,,,,,
7519,739.87135,0.0751,263713.57,739.0452,740,1,-3,-45,1075,0,,,No Hit,,,,,,,,,,,,,,,,,
7520,762.48974,0.0751,585698.68,761.6384,762,1,-8,362,1076,22,,N1 O3 ,,C,53,H,64,N,1,O,3,,,,,,,,,
7521,292.2082,0.0751,1153022.5,291.8819,292,1,-2,118,1077,0,,,No Hit,,,,,,,,,,,,,,,,,
7522,356.15253,0.0544,1175096.81,355.7549,356,1,-8,245,1078,0,,,No Hit,,,,,,,,,,,,,,,,,
7523,370.16818,0.0703,1062525.08,369.7549,370,1,-8,245,1078,0,,,No Hit,,,,,,,,,,,,,,,,,
7524,384.18383,0.0641,1048451.25,383.7549,384,1,-8,245,1078,0,,,No Hit,,,,,,,,,,,,,,,,,
7525,398.19947,0.0623,942452.92,397.7549,398,1,-8,245,1078,0,,,No Hit,,,,,,,,,,,,,,,,,
7526,412.21512,0.0751,937850.03,411.7549,412,1,-8,245,1078,0,,,No Hit,,,,,,,,,,,,,,,,,
7527,440.24642,0.0507,793419.12,439.7549,440,1,-8,245,1078,0,,,No Hit,,,,,,,,,,,,,,,,,
7528,454.2621,0.0586,806204.5,453.7549,454,1,-8,245,1078,0,,,No Hit,,,,,,,,,,,,,,,,,
7529,482.29335,0.0449,792390.17,481.7548,482,1,-8,245,1078,0,,,No Hit,,,,,,,,,,,,,,,,,
7530,770.3186,0.075,147166.02,769.4585,770,1,-1,-459,1079,0,,,No Hit,,,,,,,,,,,,,,,,,
7531,792.8805,0.075,345961.39,791.9952,792,1,-6,5,1080,0,,,No Hit,,,,,,,,,,,,,,,,,
7532,798.039,0.075,557462.81,797.1479,798,1,-1,-148,1081,59,,N1 S1 ,,C,62,H,8,N,1,,,S,1,,,,,,,
7533,715.92193,0.075,522880.12,715.1226,716,1,-13,-123,1082,0,,,No Hit,,,,,,,,,,,,,,,,,
7534,836.48552,0.0749,133234.32,835.5515,836,1,-4,448,1083,0,,,No Hit,,,,,,,,,,,,,,,,,
7535,418.35599,0.0749,961216.22,417.8889,418,1,-2,111,1084,0,,,No Hit,,,,,,,,,,,,,,,,,
7536,888.38214,0.0749,168457.27,887.3902,888,1,-9,-390,1085,0,,,No Hit,,,,,,,,,,,,,,,,,
7537,370.20866,0.0518,1145514.79,369.7953,370,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7538,384.22426,0.0399,838495.2,383.7953,384,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7539,426.27121,0.0393,980932.72,425.7953,426,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7540,440.28692,0.0459,841055.2,439.7953,440,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7541,454.30257,0.0495,802756.25,453.7953,454,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7542,496.34951,0.0443,752564.31,495.7953,496,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7543,510.36519,0.0468,857397.19,509.7953,510,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7544,524.38076,0.0428,663610.89,523.7953,524,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7545,538.3965,0.0539,708545.28,537.7953,538,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7546,552.41214,0.0565,681286.03,551.7953,552,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7547,566.42777,0.0582,590611.69,565.7953,566,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7548,580.44344,0.0581,695721.55,579.7953,580,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7549,594.45909,0.0604,658876.12,593.7953,594,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7550,608.4747,0.065,637526.23,607.7953,608,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7551,622.49046,0.0723,628013.96,621.7954,622,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7552,636.50606,0.045,496520.62,635.7954,636,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7553,650.52175,0.0683,572541.81,649.7954,650,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7554,664.53734,0.0684,599663.78,663.7954,664,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7555,678.55305,0.0748,539059.51,677.7954,678,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7556,706.58436,0.0665,514109.79,705.7954,706,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7557,720.60007,0.0569,466508.68,719.7955,720,1,-8,204,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7558,734.61559,0.0642,512105.46,733.7954,734,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7559,748.63134,0.0663,550020.01,747.7955,748,1,-8,204,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7560,762.64692,0.06,453728.83,761.7954,762,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7561,776.66268,0.0642,444528.26,775.7955,776,1,-8,204,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7562,790.67829,0.0505,478241.4,789.7955,790,1,-8,204,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7563,804.69395,0.0729,453818.79,803.7955,804,1,-8,204,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7564,818.70965,0.0608,546909.85,817.7955,818,1,-8,204,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7565,832.72513,0.0493,430198.74,831.7953,832,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7566,860.75658,0.0482,460411.14,859.7955,860,1,-8,204,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7567,874.77224,0.0478,486305.79,873.7955,874,1,-8,204,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7568,902.80335,0.0541,434693.91,901.7953,902,1,-8,205,1086,0,,,No Hit,,,,,,,,,,,,,,,,,
7569,394.25191,0.0747,1022179.26,393.8117,394,1,-12,188,1087,0,,,No Hit,,,,,,,,,,,,,,,,,
7570,798.05965,0.0747,243715.7,797.1686,798,1,-1,-169,1088,54,,N1 O2 S1 ,,C,59,H,12,N,1,O,2,S,1,,,,,,,
7571,457.55455,0.0746,323352.25,457.0437,458,1,-5,-44,1089,0,,,No Hit,,,,,,,,,,,,,,,,,
7572,814.11479,0.0418,129414.94,813.2058,814,1,-13,-206,1090,43,,N1 O4 S2 ,,C,54,H,24,N,1,O,4,S,2,,,,,,,
7573,898.20884,0.0746,42155.7,897.2059,898,1,-13,-206,1090,43,,N1 O4 S2 ,,C,60,H,36,N,1,O,4,S,2,,,,,,,
7574,216.18274,0.0745,1951509.65,215.9414,216,1,-8,59,1091,0,,,No Hit,,,,,,,,,,,,,,,,,
7575,538.54275,0.0545,607601.66,537.9414,538,1,-8,59,1091,0,,,No Hit,,,,,,,,,,,,,,,,,
7576,654.35405,0.0744,288479.45,653.6234,654,1,-4,377,1092,0,,,No Hit,,,,,,,,,,,,,,,,,
7577,530.27643,0.0467,737814.39,529.6843,530,1,-2,316,1093,9,,N1 O3 S2 ,,C,30,H,44,N,1,O,3,S,2,,,,,,,
7578,558.30761,0.0744,523920.52,557.6842,558,1,-2,316,1093,9,,N1 O3 S2 ,,C,32,H,48,N,1,O,3,S,2,,,,,,,
7579,586.33895,0.0399,736517.73,585.6843,586,1,-2,316,1093,9,,N1 O3 S2 ,,C,34,H,52,N,1,O,3,S,2,,,,,,,
7580,600.35471,0.0441,781786.47,599.6844,600,1,-2,316,1093,9,,N1 O3 S2 ,,C,35,H,54,N,1,O,3,S,2,,,,,,,
7581,614.37031,0.0401,571717.08,613.6843,614,1,-2,316,1093,9,,N1 O3 S2 ,,C,36,H,56,N,1,O,3,S,2,,,,,,,
7582,628.38591,0.0497,637260.15,627.6843,628,1,-2,316,1093,9,,N1 O3 S2 ,,C,37,H,58,N,1,O,3,S,2,,,,,,,
7583,642.40174,0.0428,574915.81,641.6845,642,1,-2,315,1093,9,,N1 O3 S2 ,,C,38,H,60,N,1,O,3,S,2,,,,,,,
7584,656.4173,0.0506,597919.87,655.6844,656,1,-2,316,1093,9,,N1 O3 S2 ,,C,39,H,62,N,1,O,3,S,2,,,,,,,
7585,684.44849,0.0385,649623.56,683.6843,684,1,-2,316,1093,9,,N1 O3 S2 ,,C,41,H,66,N,1,O,3,S,2,,,,,,,
7586,740.51125,0.0505,563628.98,739.6844,740,1,-2,315,1093,9,,N1 O3 S2 ,,C,45,H,74,N,1,O,3,S,2,,,,,,,
7587,754.52695,0.0429,481665.01,753.6845,754,1,-2,315,1093,9,,N1 O3 S2 ,,C,46,H,76,N,1,O,3,S,2,,,,,,,
7588,796.57369,0.0388,497027.97,795.6843,796,1,-2,316,1093,9,,N1 O3 S2 ,,C,49,H,82,N,1,O,3,S,2,,,,,,,
7589,810.58944,0.0395,439523.38,809.6844,810,1,-2,316,1093,9,,N1 O3 S2 ,,C,50,H,84,N,1,O,3,S,2,,,,,,,
7590,816.60001,0.0744,459552.28,815.6882,816,1,-10,312,1094,7,,N1 O4 S2 ,,C,49,H,86,N,1,O,4,S,2,,,,,,,
7591,388.18998,0.0419,976864.85,387.7565,388,1,-4,243,1095,0,,,No Hit,,,,,,,,,,,,,,,,,
7592,402.20563,0.0461,1031675.91,401.7565,402,1,-4,243,1095,0,,,No Hit,,,,,,,,,,,,,,,,,
7593,416.22128,0.0659,890536.42,415.7565,416,1,-4,243,1095,0,,,No Hit,,,,,,,,,,,,,,,,,
7594,430.23693,0.0598,894668.02,429.7565,430,1,-4,243,1095,0,,,No Hit,,,,,,,,,,,,,,,,,
7595,444.25261,0.0532,745651.8,443.7566,444,1,-4,243,1095,0,,,No Hit,,,,,,,,,,,,,,,,,
7596,458.26823,0.0707,818562.26,457.7566,458,1,-4,243,1095,0,,,No Hit,,,,,,,,,,,,,,,,,
7597,472.28386,0.0643,743773.85,471.7565,472,1,-4,243,1095,0,,,No Hit,,,,,,,,,,,,,,,,,
7598,486.29956,0.0713,820358.96,485.7566,486,1,-4,243,1095,0,,,No Hit,,,,,,,,,,,,,,,,,
7599,500.31521,0.0744,736405.06,499.7566,500,1,-4,243,1095,0,,,No Hit,,,,,,,,,,,,,,,,,
7600,216.0902,0.0744,818787.36,215.8489,216,1,-8,151,1096,0,,,No Hit,,,,,,,,,,,,,,,,,
7601,724.46876,0.0743,523570.96,723.6599,724,1,-4,340,1097,1,,N1 O6 S3 ,,C,37,H,74,N,1,O,6,S,3,,,,,,,
7602,904.85172,0.0743,397273.03,903.8414,904,1,-6,159,1098,2,,N1 O3 S1 ,,C,58,H,114,N,1,O,3,S,1,,,,,,,
7603,525.69113,0.0743,534185.39,525.1042,526,1,-7,-104,1099,0,,,No Hit,,,,,,,,,,,,,,,,,
7604,550.25739,0.0742,638194.11,549.643,550,1,-10,357,1100,22,,N1 S1 ,,C,39,H,36,N,1,,,S,1,,,,,,,
7605,593.68418,0.0741,533689.74,593.0213,594,1,-9,-21,1101,0,,,No Hit,,,,,,,,,,,,,,,,,
7606,724.48235,0.0741,429905.12,723.6734,724,1,-4,327,1102,0,,,No Hit,,,,,,,,,,,,,,,,,
7607,654.35014,0.0741,224853.31,653.6195,654,1,-4,380,1103,0,,,No Hit,,,,,,,,,,,,,,,,,
7608,713.84294,0.0741,144876.02,713.0459,714,1,-1,-46,1104,0,,,No Hit,,,,,,,,,,,,,,,,,
7609,305.63228,0.074,351013.62,305.291,306,1,-3,-291,1105,0,,,No Hit,,,,,,,,,,,,,,,,,
7610,548.24865,0.074,473460.26,547.6365,548,1,-12,363,1106,13,,N1 S3 ,,C,33,H,42,N,1,,,S,3,,,,,,,
7611,854.46939,0.074,162128.98,853.5153,854,1,-14,485,1107,0,,,No Hit,,,,,,,,,,,,,,,,,
